"","�..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin"
"1833",1832,494,2,"7/8/2021","CMU",2021,10,"Confirmed",101,"NV","Sand",6,57,43,0,15,"percent_cover",0,0,0,6,0,0,0,6,"Nayanguing Point Wildlife Area Wetland #2","Bay","O. Anderson","J. Kennedy",1,0,98,0,40,363,"T.1: Substrate sand over rocks, T.2: Pt. 15 - Rake doesn't reach bottom, Difficult to find end of Submergent, T.3: Submergent sparse (very few Chara sp.) and ~160 cm deep, became wavy and unsafe to justify further sampling",315,643.235090303,20950.6015625,4148.2998047,116190,28048.0996094,747457.582923939,4859644.01238899,0,0.06,0
"1834",1833,494,3,"6/27/2016","CMU",2016,6,"Very Good",62,"V","Sand",23,0,100,0,15,"percent_cover",0,0.5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","W. vanWijnen","T. Grossmann",1,0,287,0,308,40,"T1/T2/T3: No Meadow, Emergent to Trees.",315,1933.86457606,23841.9238281,4312.5698242,132470,29654.8007813,747532.860902027,4858343.03104915,0,0,0
"1835",1834,494,3,"6/27/2016","CMU",2016,7,"Very Good",71,"V","Sand",18,8.5,91.5,0,10,"percent_cover",0,0.5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","W. vanWijnen","T. Grossmann",1,0,287,0,308,40,"T1/T2/T3: No Meadow, Emergent to Trees.",315,1940.57838974,24011.7070313,4316.7099609,133217,29696.3007813,747595.314013009,4858345.80294262,0,0,0
"1836",1835,494,3,"6/27/2016","CMU",2016,8,"Very Good",77,"V","Sand",16,0,100,0,5,"percent_cover",0,15,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","W. vanWijnen","T. Grossmann",1,0,287,0,308,40,"T1/T2/T3: No Meadow, Emergent to Trees.",315,1950.94221901,24328.6679688,4287.4702148,134894,29601.1992188,747656.631520238,4858346.64226099,0,0,0
"1837",1836,494,3,"7/25/2012","CMU",2012,2,"Excellent",0,"Dry","Cly/Slt",0,26,74,20,99,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,90,178,46,50,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,1680.95869669,23685.5078125,4259.8798828,131079,29302.4003906,747552.998627894,4858602.04695824,0,0,0
"1838",1837,494,3,"7/25/2012","CMU",2012,5,"Excellent",0,"Dry","Cly/Slt",0,42,58,2,75,"percent_cover",0,0,0,2,0,0,0,2,"Nayanguing Point Wildlife Area Wetland #2","Bay","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,90,178,46,50,"All transects: submergent vegetation continued for approximately 200 meters; Phragmites australis is invasive.",315,1697.77670899,25036.359375,4409.8198242,138664,30465.6992188,747661.740503037,4858606.98950414,0,0.02,0
"1839",1838,494,3,"7/6/2011","OSU",2011,2,"Excellent",0,"Dry","Sand",0,82,18,1,10,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,90,133,13,31,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,1637.95330345,21150.4589844,4463.1601563,117916,30252.6992188,747539.222465201,4858643.35445617,0,0,0
"1840",1839,494,3,"7/6/2011","OSU",2011,3,"Excellent",1,"V","Cly/Slt",0,79,21,2,5,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,90,133,13,31,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,1639.2610327,23809.625,4299.9501953,131993,29560.3007813,747571.18414141,4858647.65972784,0,0,0
"1841",1840,494,3,"7/6/2011","OSU",2011,4,"Excellent",1,"V","Cly/Slt",0,80,20,1,20,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,90,133,13,31,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,1640.25008584,24261.7148438,4270.3500977,134239,29523.5,747604.627754488,4858653.24386866,0,0,0
"1842",1841,494,3,"7/6/2011","OSU",2011,6,"Excellent",0,"Dry","Cly/Slt",0,34,66,0,100,"percent_cover",0,65,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,90,133,13,31,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,1651.25342051,24382.4042969,4266.8198242,134780,29501.5,747661.567990551,4858654.81012026,0,0,0
"1843",1842,494,3,"7/6/2011","OSU",2011,7,"Excellent",0,"Dry","Cly/Slt",0,67,33,0,100,"percent_cover",0,20,0,5,5,0,0,10,"Nayanguing Point Wildlife Area Wetland #2","Bay","T. Lemein","C. Webster",1,0,90,133,13,31,"Transect 2: submergent zone extends across bay, representative sample taken; when algae = 100 it is covering all plant surfaces and exposed areas, may also be floating as a mat on the surface; meadow quadrats taken perpendicular to bearing, Transect 3: T",315,1653.98783817,24382.4042969,4266.8198242,134780,29501.5,747673.398452634,4858654.9174709,0,0.1,0
"1844",1843,494,3,"7/8/2021","CMU",2021,8,"Confirmed",68,"V","Sand",10,60,40,0.5,0.5,"percent_cover",0,0,0,40,0,0,0,40,"Nayanguing Point Wildlife Area Wetland #2","Bay","O. Anderson","J. Kennedy",1,0,90,0,226,0,"T.1: Substrate sand over rocks, T.2: Pt. 15 - Rake doesn't reach bottom, Difficult to find end of Submergent, T.3: Submergent sparse (very few Chara sp.) and ~160 cm deep, became wavy and unsafe to justify further sampling",315,1715.0295214,24957.65625,4412.7597656,138364,30473.3007813,747639.723803016,4858584.25735764,0,0.4,0
"1845",1844,494,3,"7/8/2021","CMU",2021,9,"Confirmed",72,"V","Sand",8,83,17,0,0.5,"percent_cover",0,5,0,10,0,0,0,10,"Nayanguing Point Wildlife Area Wetland #2","Bay","O. Anderson","J. Kennedy",1,0,90,0,226,0,"T.1: Substrate sand over rocks, T.2: Pt. 15 - Rake doesn't reach bottom, Difficult to find end of Submergent, T.3: Submergent sparse (very few Chara sp.) and ~160 cm deep, became wavy and unsafe to justify further sampling",315,1723.70919557,25020.5898438,4410.7402344,138585,30468.5,747680.280489122,4858584.76816008,0,0.1,0
"1846",1845,496,1,"7/26/2012","CMU",2012,1,"Excellent",0,"Dry","Cly/Slt",1,16,84,7,100,"percent_cover",0,4,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6682.20039037,10047.3623047,788.223999,51926.8007813,3499.5100098,749078.525725586,4868146.19761599,0,0,0
"1847",1846,496,1,"7/26/2012","CMU",2012,2,"Excellent",1,"V","Cly/Slt",0,18,82,2,100,"percent_cover",0,75,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6703.19921883,10047.3623047,788.223999,51926.8007813,3499.5100098,749091.399494213,4868115.98233,0,0,0
"1848",1847,496,1,"7/26/2012","CMU",2012,3,"Excellent",2,"V","Cly/Slt",0,59,41,4,100,"percent_cover",0,15,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6721.70812539,10047.3623047,788.223999,51926.8007813,3499.5100098,749103.670544757,4868088.97005662,0,0,0
"1849",1848,496,1,"7/26/2012","CMU",2012,4,"Excellent",3,"V","Cly/Slt",0,54,46,7,100,"percent_cover",0,35,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6744.73633199,10704.9892578,757.9689941,55011.6015625,3291.4799805,749108.593374025,4868060.68038667,0,0,0
"1850",1849,496,1,"7/26/2012","CMU",2012,5,"Excellent",0,"Dry","Cly/Slt",0,0,100,2,100,"percent_cover",0,95,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6750.88643316,10704.9892578,757.9689941,55011.6015625,3291.4799805,749108.611506756,4868053.78482805,0,0,0
"1851",1850,496,1,"7/26/2012","CMU",2012,6,"Excellent",2,"V","Cly/Slt",0,34,66,5,30,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6753.00903072,10704.9892578,757.9689941,55011.6015625,3291.4799805,749108.948424023,4868051.23921558,0,0,0
"1852",1851,496,1,"7/26/2012","CMU",2012,7,"Excellent",1,"V","Cly/Slt",0,77,23,0.5,20,"percent_cover",0,7,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,160,129,67,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6775.03604533,11166.2041016,735.7990112,57307.1992188,3332.7399902,749116.693687874,4868022.72200244,0,0,0
"1853",1852,496,1,"8/19/2014","CMU",2014,3,"Excellent",8,"V","Sand",1,30,70,0,10,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6978.6068727,7652.41992188,892.315979,41177.8984375,4643.4902344,748879.532410001,4867915.59171473,0,0,0
"1854",1853,496,1,"8/19/2014","CMU",2014,4,"Excellent",11,"V","Sand",1,40,60,0,5,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6973.42275128,7652.41992188,892.315979,41177.8984375,4643.4902344,748886.361650127,4867917.85042366,0,0,0
"1855",1854,496,1,"8/19/2014","CMU",2014,5,"Excellent",18,"V","Sand",1,70,30,0,5,"percent_cover",0,8,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6969.58191321,7652.41992188,892.315979,41177.8984375,4643.4902344,748892.674809723,4867918.86622648,0,0,0
"1856",1855,496,1,"8/19/2014","CMU",2014,6,"Excellent",25,"V","Sand",1,15,85,2,70,"percent_cover",0,70,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6967.06623733,8496.67480469,878.5629883,45509.8984375,4693.2900391,748907.410567902,4867913.96965986,0,0,0
"1857",1856,496,1,"8/19/2014","CMU",2014,7,"Excellent",30,"V","Sand",2,10,90,10,80,"percent_cover",0,0,0,8,0,0,0,8,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6963.54495664,8496.67480469,878.5629883,45509.8984375,4693.2900391,748923.249447593,4867909.67072303,0,0.08,0
"1858",1857,496,1,"8/19/2014","CMU",2014,8,"Excellent",38,"V","Sand",2,40,60,5,70,"percent_cover",0,5,0,40,0,0,0,40,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6959.91924943,10929.5761719,806.7849731,58483.6015625,4413.1201172,748941.378025366,4867904.34557345,0,0.4,0
"1859",1858,496,1,"8/19/2014","CMU",2014,9,"Excellent",37,"V","Cly/Slt",2,28,72,15,70,"percent_cover",0,0,0,70,0,0,0,70,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6958.89281664,10929.5761719,806.7849731,58483.6015625,4413.1201172,748947.072997049,4867902.55746033,0,0.7,0
"1860",1859,496,1,"8/19/2014","CMU",2014,10,"Excellent",40,"V","Cly/Slt",5,40,60,10,80,"percent_cover",0,0,0,60,0,0,0,60,"Nayanguing Point Wildlife Area Wetland #5","Arenac","D. Albert","R. Posavetz",1,0,112,31,75,25,"General comment: rain and thunderstorms seem to be affecting GPS accuracy. Trans 1: submergent of chara continues far into the bay. emergent was treated Phragmites (plot 7). now returning to Typha angustifolia, which has dense fine roots.  Trans 2: point",177,6958.47657804,11786.3710938,794.2000122,62085.1992188,4455.9399414,748959.188705136,4867896.78393467,0,0.6,0
"1861",1860,496,2,"7/2/2013","OSU",2013,3,"Excellent",0,"Dry","Sand",3,90,10,1,30,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6969.0874826,7652.41992188,892.315979,41177.8984375,4643.4902344,748881.662305,4867925.23746083,0,0,0
"1862",1861,496,2,"7/2/2013","OSU",2013,4,"Excellent",0,"Dry","Sand",5,77,23,1,30,"percent_cover",0,3,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6969.39579976,7652.41992188,892.315979,41177.8984375,4643.4902344,748888.319644382,4867921.37209892,0,0,0
"1863",1862,496,2,"7/2/2013","OSU",2013,5,"Excellent",0,"Dry","Sand",2,74,26,30,85,"percent_cover",0,4,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6968.48333837,7652.41992188,892.315979,41177.8984375,4643.4902344,748893.693451481,4867919.57187558,0,0,0
"1864",1863,496,2,"7/2/2013","OSU",2013,6,"Excellent",0,"Dry","Sand",3,87,13,7,100,"percent_cover",0,4,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6967.13040675,8496.67480469,878.5629883,45509.8984375,4693.2900391,748904.706965668,4867915.31405589,0,0,0
"1865",1864,496,2,"7/2/2013","OSU",2013,7,"Excellent",0,"Dry","Sand",6,85,15,17,100,"percent_cover",0,12,0,1,0,0,0,1,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6962.32543656,8496.67480469,878.5629883,45509.8984375,4693.2900391,748919.342573644,4867913.08325714,0,0.01,0
"1866",1865,496,2,"7/2/2013","OSU",2013,8,"Excellent",3,"V","Sand",3,50,50,25,100,"percent_cover",0,8,0,25,0,0,0,25,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6963.88393289,10929.5761719,806.7849731,58483.6015625,4413.1201172,748932.939922061,4867904.25093772,0,0.25,0
"1867",1866,496,2,"7/2/2013","OSU",2013,9,"Excellent",5,"V","Sand",2,55,45,40,100,"percent_cover",0,0,0,35,0,0,0,35,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6962.23762784,10929.5761719,806.7849731,58483.6015625,4413.1201172,748945.495572526,4867899.60621493,0,0.35,0
"1868",1867,496,2,"7/2/2013","OSU",2013,10,"Excellent",7,"V","Sand",2,55,45,25,100,"percent_cover",0,0,0,25,0,0,0,25,"Nayanguing Point Wildlife Area Wetland #5","Arenac","C. Erickson","E. Tuttle",1,0,110,36,75,17,"T4: GPS malfunction in field. T2: burnt/ sprayed vegetation in meadow, hard to identify, photos included; detritus in emergent is primarily ash. T3: GPS malfunction, points highlighted.",177,6958.4703257,11786.3710938,794.2000122,62085.1992188,4455.9399414,748960.008237425,4867896.36981666,0,0.25,0
"1869",1868,496,2,"7/26/2012","CMU",2012,2,"Excellent",0,"Dry","Cly/Slt",0,73,27,70,30,"percent_cover",0,5,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland #5","Arenac","S. Fraser, C. Gurholt","S. Fraser, C. Gurholt",1,0,130,62,52,50,"All: Phragmites australis is invasive. T2: submergent vegetation continues for ca. 200 m; meadow 412 is all dead Rhynchospora.",177,6995.07525752,7892.71582031,961.2319946,42216.3984375,5378.7402344,748880.820500911,4867896.28620113,0,0,0
